factor,factor_bin,metric,method,prefix,n,mean,std,iqr,q05,q95,std_p90,unpredictable
intensity,0.2664944002069672,accuracy,λ=0,divtree_lambda0,218,0.46807465385355074,0.2440784820500623,0.31325648027002745,0.24151894815450228,1.0,0.2615880585486085,False
intensity,0.2990006969801944,accuracy,λ=8,divtree_lambda8_region2,196,0.45717186593230746,0.24407725671027442,0.3070426817217916,0.24650333075816364,1.0,0.2620327782747425,False
noise,0.38121485453303716,precision_region_2,TwoStep (recall),twostep_recall,188,0.4889293719659072,0.24407118238432998,0.2049758382793297,0.2653521566521091,1.0,0.27202819206766726,False
intensity,0.10612438439422897,precision_region_2,TwoStep (tuned),twostep_tuned,185,0.4291384885235379,0.24389844826660179,0.2053191489361702,0.1026813171095514,1.0,0.2697614724088035,False
data_size,115884.31148680957,accuracy,λ=4,divtree_lambda4_region2,236,0.46313308260727964,0.24372949256614773,0.2897889977229844,0.2505578666932323,1.0,0.2650731879885524,False
intensity,0.18868429297579686,accuracy,λ=0,divtree_lambda0,239,0.43259513386152537,0.24371653833615164,0.21033842245932377,0.23041214106834998,1.0,0.2615880585486085,False
data_size,115884.31148680957,accuracy,λ=0,divtree_lambda0,236,0.4667149919328454,0.2436179227589535,0.29513812151272417,0.2516926802760479,1.0,0.26548798019147923,False
noise,0.024069432106053914,precision_region_2,TwoStep (tuned),twostep_tuned,195,0.5617388645699412,0.24357712760183337,0.2659159287509938,0.2993467363481229,1.0,0.27258040516543924,False
intensity,0.2990006969801944,accuracy,λ=4,divtree_lambda4_region2,196,0.4553823943918182,0.2435412835948152,0.3188307484893823,0.24628755931428464,1.0,0.26183838418660527,False
noise,0.01206534794533958,accuracy,TwoStep (recall),twostep_recall,226,0.4940019110703523,0.2434909371045025,0.2166014005441278,0.2702421291766501,1.0,0.25129338371074594,False
noise,6.037731371322748,f1_region_2,TwoStep (tuned),twostep_tuned,214,0.24791850581924055,0.2434359124820126,0.43782920802734654,0.0,0.6345887654527146,0.34331462425450227,False
intensity,0.2664944002069672,accuracy,λ=2,divtree_lambda2_region2,218,0.4668387435080688,0.24340022320298443,0.31174199501013067,0.2450358922713807,1.0,0.26071213132642695,False
noise,0.760494028068737,accuracy,λ=4,divtree_lambda4_region2,245,0.463389038251276,0.24324130250914247,0.3184384179068817,0.24692913972607886,1.0,0.2666562186726746,False
data_size,115884.31148680957,accuracy,λ=2,divtree_lambda2_region2,236,0.4665361051043822,0.24309031459333563,0.30793900328813517,0.25132045261529423,1.0,0.2637043300959525,False
intensity,0.2990006969801944,accuracy,λ=2,divtree_lambda2_region2,196,0.4572611960286673,0.24286821652883392,0.3087451314338074,0.24628755931428464,1.0,0.26071213132642695,False
noise,0.01704130491500777,precision_region_2,TwoStep (recall),twostep_recall,195,0.5096167040264977,0.2427473424474345,0.25555607314513895,0.2689984512132163,1.0,0.27202819206766726,False
intensity,0.47381483315153217,precision_region_2,TwoStep (tuned),twostep_tuned,203,0.4993595873693853,0.24263517348404792,0.22658965114610807,0.20530460008288437,1.0,0.2697614724088035,False
rareness,0.1691953477546883,accuracy,λ=0,divtree_lambda0,228,0.41474966922193346,0.2425296567417089,0.12119588239294427,0.2633313061040524,1.0,0.26760180831431135,False
noise,0.760494028068737,accuracy,λ=2,divtree_lambda2_region2,245,0.46596497268595644,0.2424936321543083,0.3169847625682181,0.24229812500352338,1.0,0.2635194616214479,False
rareness,0.36511043497450824,accuracy,λ=4,divtree_lambda4_region2,197,0.4787992720829564,0.24247205081950385,0.2755398583496451,0.22904433003755534,1.0,0.2696365511972895,False
data_size,115884.31148680957,accuracy,λ=8,divtree_lambda8_region2,236,0.46110372760291013,0.2424458502586656,0.2541347741492467,0.2508591136285007,1.0,0.26345044784067795,False
intensity,0.11906916196297226,accuracy,λ=0,divtree_lambda0,195,0.4075612572836085,0.24240245007187092,0.13760418343339437,0.20841564602284154,1.0,0.2615880585486085,False
rareness,0.2426635054621208,precision_region_2,TwoStep (recall),twostep_recall,178,0.43082858152137965,0.2422882805859897,0.1909819499199094,0.2371387614058329,1.0,0.34299908832738524,False
rareness,0.3895998208769857,accuracy,λ=4,divtree_lambda4_region2,221,0.4920828963590168,0.24222021535659222,0.2283387525014698,0.23088192206270144,1.0,0.2696365511972895,False
data_size,95299.98147634632,accuracy,λ=0,divtree_lambda0,199,0.4652657526403541,0.24218030860598525,0.26729079684629553,0.25267904317199075,1.0,0.26548798019147923,False
noise,3.026549586817165,accuracy,λ=4,divtree_lambda4_region2,231,0.4162329350836668,0.24205152295829716,0.18875953497670694,0.23234929717603808,1.0,0.2666562186726746,False
data_size,43587.85544382496,precision_region_2,TwoStep (tuned),twostep_tuned,176,0.49298656531022994,0.24191306110033808,0.21798674478519509,0.1648706896551724,1.0,0.27439081569502427,False
intensity,0.2375220728879286,accuracy,λ=2,divtree_lambda2_region2,226,0.4444401874476691,0.24188610400287058,0.21780018859473105,0.2412278523163934,1.0,0.26071213132642695,False
noise,8.527795614328893,f1_region_2,λ=8,divtree_lambda8_region2,228,0.26159242130035343,0.2417451968475473,0.3329832549661907,0.0,0.6605382594706877,0.3497675285395157,False
sparsity,1.0,fnr_region_2,λ=0,divtree_lambda0,699,0.07225721808028682,0.24164541940152717,0.0,0.0,0.8980397783349675,0.431952710435421,False
sparsity,1.0,recall_region_2,λ=0,divtree_lambda0,699,0.9277427819197133,0.24164541940152712,0.0,0.10196022166503262,1.0,0.431952710435421,False
sparsity,2.0,f1_region_2,λ=2,divtree_lambda2_region2,740,0.5535804225173077,0.24161508350405672,0.24091255009408963,0.0,0.7819222962585328,0.24237299265523937,False
sparsity,5.0,f1_region_2,λ=2,divtree_lambda2_region2,791,0.23876601432696273,0.24155941938519185,0.49656364027790095,0.0,0.6321682514420501,0.24237299265523937,False
rareness,0.46306797858441817,fnr_region_2,λ=4,divtree_lambda4_region2,210,0.12202865519916,0.24154426529445,0.12557561835647169,0.0,0.8546972923027476,0.37789458136097254,False
rareness,0.46306797858441817,recall_region_2,λ=4,divtree_lambda4_region2,210,0.87797134480084,0.24154426529445,0.12557561835647157,0.14530270769725215,1.0,0.37789458136097254,False
noise,8.527795614328893,precision_region_2,λ=4,divtree_lambda4_region2,198,0.34193890421840056,0.24152403220192933,0.26485759348073823,0.0,1.0,0.3105831590591568,False
noise,3.026549586817165,accuracy,λ=0,divtree_lambda0,231,0.4205969948063846,0.2414840397525015,0.16735385589842933,0.2181455244922111,1.0,0.26628083036352895,False
noise,0.01704130491500777,accuracy,λ=2,divtree_lambda2_region2,224,0.45609793633742407,0.24129204629577458,0.2838420474235292,0.25157413017792185,1.0,0.2635194616214479,False
intensity,0.7508360294199752,accuracy,TwoStep (tuned),twostep_tuned,230,0.4910473430595094,0.24126017945719253,0.25867766769296185,0.2588966066870663,1.0,0.24666502510582755,False
noise,0.01704130491500777,accuracy,λ=0,divtree_lambda0,224,0.455280425915832,0.2411947377683933,0.26910963324020093,0.2515048416308586,1.0,0.26628083036352895,False
data_size,24242.087597150792,accuracy,λ=4,divtree_lambda4_region2,233,0.4191083816519933,0.24109248095620042,0.20066752863119014,0.23412671745228802,1.0,0.2650731879885524,False
data_size,13482.627330113071,accuracy,TwoStep (tuned),twostep_tuned,236,0.452735684965048,0.24102372231365743,0.21618184073668545,0.24254916508992924,1.0,0.24577795574155753,False
sparsity,1.0,f1_region_2,λ=0,divtree_lambda0,699,0.9171214049549431,0.24079294749230887,0.0,0.1850510375358814,1.0,0.25191187092853257,False
data_size,308094.3880361152,accuracy,λ=4,divtree_lambda4_region2,210,0.4822087547461638,0.2407809379478175,0.3039868459011611,0.2540120432472062,1.0,0.2650731879885524,False
data_size,455561.95166088303,accuracy,TwoStep (tuned),twostep_tuned,221,0.49009453203060505,0.24071042520844127,0.24341167872185449,0.2685482655037636,1.0,0.24577795574155753,False
intensity,0.2375220728879286,precision_region_2,TwoStep (recall),twostep_recall,187,0.4485522770562452,0.2406561898328529,0.1949298175299118,0.15850659229208924,1.0,0.26655417392710745,False
noise,0.760494028068737,accuracy,TwoStep (recall),twostep_recall,245,0.4669507266800616,0.24059337288201488,0.17394867198750102,0.25841756982770536,1.0,0.25129338371074594,False
noise,3.026549586817165,accuracy,λ=2,divtree_lambda2_region2,231,0.4168977887314979,0.2405495954530743,0.1826845112773009,0.2328442103331388,1.0,0.2635194616214479,False
data_size,308094.3880361152,accuracy,λ=8,divtree_lambda8_region2,210,0.4796392625073827,0.2405406513622283,0.29840149826159434,0.2537057363158814,1.0,0.26345044784067795,False
data_size,35845.419997710356,accuracy,λ=0,divtree_lambda0,189,0.4313556490371069,0.24053454713223896,0.17123623395185605,0.24003917395256544,1.0,0.26548798019147923,False
data_size,455561.95166088303,accuracy,TwoStep (recall),twostep_recall,221,0.47096660001529156,0.2403415649912687,0.18040027074490744,0.2649130316354722,1.0,0.24429338439632456,False
noise,0.03399607980711228,accuracy,λ=0,divtree_lambda0,202,0.4844437332352725,0.24033411392028065,0.3201661510165606,0.25331110182080147,1.0,0.26628083036352895,False
data_size,11087.731534380375,precision_region_2,TwoStep (tuned),twostep_tuned,184,0.4484445510890646,0.24032158170077797,0.19128482779488087,0.08607319198373513,1.0,0.27439081569502427,False
noise,0.01704130491500777,accuracy,λ=4,divtree_lambda4_region2,224,0.45248339927331865,0.24024912070634558,0.2626231508046394,0.24767286131190008,1.0,0.2666562186726746,False
rareness,0.3161316631695532,accuracy,TwoStep (tuned),twostep_tuned,234,0.4526667882135427,0.24018020053675912,0.21010940739226802,0.24718161448209341,1.0,0.24058999319368396,False
sparsity,3.0,f1_region_2,λ=0,divtree_lambda0,752,0.29043016520809073,0.24016662326044433,0.5029663627788816,0.0,0.6434020564327715,0.25191187092853257,False
data_size,24242.087597150792,accuracy,λ=8,divtree_lambda8_region2,233,0.4172439234761987,0.24014890956087662,0.20544117214723118,0.2336502610599009,1.0,0.26345044784067795,False
rareness,0.36511043497450824,accuracy,λ=0,divtree_lambda0,197,0.48425020781586414,0.240131882431927,0.2969597753864859,0.21880972509821942,1.0,0.26760180831431135,False
data_size,78372.01043754505,accuracy,λ=4,divtree_lambda4_region2,202,0.45786283010749773,0.24012301466077537,0.30946279715401276,0.2488085042917304,1.0,0.2650731879885524,False
noise,0.09578948302920401,precision_region_2,TwoStep (recall),twostep_recall,195,0.5079183680066799,0.24009781012583759,0.2685152701866069,0.2814066562042342,1.0,0.27202819206766726,False
intensity,0.11906916196297226,precision_region_2,TwoStep (recall),twostep_recall,162,0.4436014617181609,0.24005835836603076,0.16424846020463468,0.15311144429241028,1.0,0.26655417392710745,False
intensity,0.47381483315153217,accuracy,λ=4,divtree_lambda4_region2,230,0.45635370806991277,0.24002893853411308,0.2556738199079962,0.2493287294443969,1.0,0.26183838418660527,False
rareness,0.36511043497450824,accuracy,λ=8,divtree_lambda8_region2,197,0.4734864561220457,0.24002732661033407,0.23590206928956747,0.23359139521972647,1.0,0.26768526260589653,False
noise,3.026549586817165,accuracy,λ=8,divtree_lambda8_region2,231,0.4147014692353315,0.24001324593695225,0.19886404831808202,0.23234929717603808,1.0,0.26562571911739824,False
data_size,35845.419997710356,accuracy,λ=4,divtree_lambda4_region2,189,0.42778213425204564,0.24001324020375503,0.18037379600961473,0.24097772173245113,1.0,0.2650731879885524,False
data_size,24242.087597150792,accuracy,λ=2,divtree_lambda2_region2,233,0.4243232849805836,0.24001182286032205,0.20340148720119577,0.23547234956244684,1.0,0.2637043300959525,False
rareness,0.04674841824230089,accuracy,TwoStep (tuned),twostep_tuned,245,0.473189349069082,0.2399347711917772,0.17774758003716168,0.3120721739886349,1.0,0.24058999319368396,False
intensity,0.11906916196297226,accuracy,λ=8,divtree_lambda8_region2,195,0.39641209130406674,0.2398125132344679,0.15531736650903133,0.21824816209142825,1.0,0.2620327782747425,False
data_size,16394.80890739932,precision_region_2,TwoStep (recall),twostep_recall,190,0.4376818118809652,0.23956393488391192,0.19983903484973836,0.13866079703429104,1.0,0.2719922722140517,False
data_size,308094.3880361152,accuracy,λ=2,divtree_lambda2_region2,210,0.48187088458201305,0.23955145252304594,0.2998765704268583,0.2533940990050017,1.0,0.2637043300959525,False
rareness,0.3895998208769857,accuracy,λ=0,divtree_lambda0,221,0.4942333915129678,0.23955044449870608,0.2632794417245315,0.21309715512614064,1.0,0.26760180831431135,False
noise,0.04801664771977973,accuracy,TwoStep (recall),twostep_recall,227,0.4824168403256024,0.23948994719448027,0.23263114086906672,0.27848671419047166,1.0,0.25129338371074594,False
rareness,0.3895998208769857,accuracy,λ=8,divtree_lambda8_region2,221,0.4881448067113139,0.2394725270465563,0.20898190428419844,0.23169445030597172,1.0,0.26768526260589653,False
rareness,0.29164227726707576,accuracy,TwoStep (tuned),twostep_tuned,222,0.43291663799379376,0.23946874107925364,0.1625221738520814,0.24407319960146018,1.0,0.24058999319368396,False
data_size,308094.3880361152,accuracy,λ=0,divtree_lambda0,210,0.48705227495812864,0.23943873581172895,0.30242907123150353,0.25873884943905245,1.0,0.26548798019147923,False
data_size,78372.01043754505,accuracy,λ=0,divtree_lambda0,202,0.465510893062794,0.23942279013514872,0.29353021633228515,0.25484961066160383,1.0,0.26548798019147923,False
rareness,0.36511043497450824,f1_region_2,λ=0,divtree_lambda0,197,0.5684206676669963,0.23939742982824003,0.16656911400744645,0.010216388790351198,1.0,0.3684886277994117,False
intensity,0.11906916196297226,accuracy,λ=4,divtree_lambda4_region2,195,0.3949919701395179,0.23932694111636066,0.16388844225422672,0.21495405243649104,1.0,0.26183838418660527,False
noise,0.03399607980711228,accuracy,λ=2,divtree_lambda2_region2,202,0.4814143293515768,0.23932234898416352,0.3330283074022526,0.2519829140504251,1.0,0.2635194616214479,False
intensity,0.47381483315153217,accuracy,λ=0,divtree_lambda0,230,0.4578910725907811,0.2391570653033714,0.237553590789511,0.2516597491722062,1.0,0.2615880585486085,False
rareness,0.3406210490720307,f1_region_2,λ=4,divtree_lambda4_region2,192,0.512401011365392,0.23910052423632122,0.04468879576426227,0.14000958461284943,1.0,0.37882363801075863,False
noise,2.142815589586332,accuracy,λ=4,divtree_lambda4_region2,205,0.4259518398338623,0.2390528707890282,0.18658037890675605,0.24444367261447372,1.0,0.2666562186726746,False
intensity,0.2990006969801944,accuracy,TwoStep (recall),twostep_recall,196,0.4658710556901946,0.2389397022267359,0.17574812200171508,0.25651195776333635,1.0,0.23944292662723365,False
intensity,0.2375220728879286,precision_region_2,TwoStep (tuned),twostep_tuned,192,0.4781531881191973,0.23890904527116452,0.23585688322257664,0.16514853634333915,1.0,0.2697614724088035,False
rareness,0.04674841824230089,accuracy,λ=4,divtree_lambda4_region2,245,0.4532514069796705,0.23879716007455254,0.3023127184251938,0.2757350296424841,1.0,0.2696365511972895,False
data_size,35845.419997710356,accuracy,λ=8,divtree_lambda8_region2,189,0.4254937670243601,0.23857157558952427,0.184525591479059,0.23931270346330474,1.0,0.26345044784067795,False
sparsity,5.0,f1_region_2,TwoStep (recall),twostep_recall,791,0.2818596904117658,0.23836655990943134,0.4818734538001665,0.0,0.6324622463234177,0.2986094916088595,False
rareness,0.04674841824230089,accuracy,λ=8,divtree_lambda8_region2,245,0.45053350651534946,0.2383626824389815,0.2741266914010538,0.27581411775145304,1.0,0.26768526260589653,False
rareness,0.36511043497450824,f1_region_2,λ=4,divtree_lambda4_region2,197,0.566235215328179,0.2383587103091762,0.1659893834936116,0.14803466828143236,1.0,0.37882363801075863,False
noise,0.01704130491500777,accuracy,λ=8,divtree_lambda8_region2,224,0.44903222754257477,0.2383257982445508,0.2748562969220732,0.24771289132250277,1.0,0.26562571911739824,False
data_size,253368.11425203207,accuracy,TwoStep (tuned),twostep_tuned,216,0.49443218042730425,0.2382999829232751,0.25805290723533225,0.27022232150896064,1.0,0.24577795574155753,False
rareness,0.3895998208769857,accuracy,λ=2,divtree_lambda2_region2,221,0.49637556080546763,0.23827237879157318,0.22106433167730277,0.23169445030597172,1.0,0.2698663723359985,False
data_size,24242.087597150792,accuracy,λ=0,divtree_lambda0,233,0.4247219412630476,0.23810891354852742,0.17261029305282027,0.2370983032365913,1.0,0.26548798019147923,False
data_size,35845.419997710356,accuracy,λ=2,divtree_lambda2_region2,189,0.42893266869377156,0.23810365812376127,0.20157161821078856,0.24150756042461613,1.0,0.2637043300959525,False
noise,0.03399607980711228,accuracy,λ=4,divtree_lambda4_region2,202,0.47735414762269934,0.23808516067562024,0.3248328033595286,0.2499829758197634,1.0,0.2666562186726746,False
intensity,0.11906916196297226,accuracy,λ=2,divtree_lambda2_region2,195,0.39960712989380415,0.2379421153624582,0.14913446708015876,0.21701533615117188,1.0,0.26071213132642695,False
rareness,0.04674841824230089,accuracy,λ=0,divtree_lambda0,245,0.45663417920850313,0.23790507328347607,0.27972901801810784,0.3084108180920144,1.0,0.26760180831431135,False
noise,8.527795614328893,precision_region_2,λ=2,divtree_lambda2_region2,165,0.353614998463303,0.23789083673407474,0.268602754766579,0.0,1.0,0.31075443045813095,False
noise,8.527795614328893,f1_region_2,TwoStep (recall),twostep_recall,228,0.26039568723482615,0.23784311880503645,0.4736608479420785,0.0,0.626744875635643,0.33541338825174577,False
rareness,0.36511043497450824,accuracy,λ=2,divtree_lambda2_region2,197,0.47844055039783945,0.23755977845210735,0.26750980637144905,0.2222652929903805,1.0,0.2698663723359985,False
rareness,0.36511043497450824,accuracy,TwoStep (tuned),twostep_tuned,197,0.5055278202587122,0.23754621339947268,0.21336204348370935,0.28176403557776236,1.0,0.24058999319368396,False
sparsity,5.0,f1_region_2,TwoStep (tuned),twostep_tuned,791,0.2819498557742945,0.23752515953876308,0.4764223761562516,0.0,0.6383128745113137,0.29951406461796964,False
noise,0.04801664771977973,accuracy,TwoStep (tuned),twostep_tuned,227,0.5171283345910952,0.2374987823390633,0.23771686679975002,0.288450998241806,1.0,0.2510324596675154,False
noise,0.04801664771977973,precision_region_2,TwoStep (tuned),twostep_tuned,206,0.5573586090702805,0.23747493471184253,0.2920651739224112,0.30873721115596736,1.0,0.27258040516543924,False
sparsity,6.0,f1_region_2,λ=4,divtree_lambda4_region2,701,0.26231060601856143,0.23747380294774717,0.5143393773026078,0.0,0.6407059274889699,0.2421201515656707,False
intensity,0.47381483315153217,accuracy,λ=2,divtree_lambda2_region2,230,0.45704954570838924,0.23735033609358774,0.2591060024497389,0.2493287294443969,1.0,0.26071213132642695,False
data_size,78372.01043754505,accuracy,λ=8,divtree_lambda8_region2,202,0.4548945632360268,0.23730783913714615,0.29898956864112997,0.24873995210936686,1.0,0.26345044784067795,False
data_size,171351.654420983,precision_region_2,TwoStep (recall),twostep_recall,180,0.4635154087198101,0.23721762307005914,0.16332004286707208,0.19900912061361345,1.0,0.2719922722140517,False
intensity,0.3354720276494002,accuracy,TwoStep (tuned),twostep_tuned,204,0.48450568581375214,0.23718323078193845,0.23785004402690035,0.2587972103221319,1.0,0.24666502510582755,False
noise,0.09578948302920401,precision_region_2,TwoStep (tuned),twostep_tuned,197,0.5475691867683877,0.23692152654136986,0.24383653423911378,0.29307026470181785,1.0,0.27258040516543924,False
noise,8.527795614328893,precision_region_2,λ=8,divtree_lambda8_region2,203,0.3438692531266611,0.23688592349474105,0.26807269188329697,0.04141671713665304,1.0,0.3100843316189223,False
rareness,0.36511043497450824,f1_region_2,λ=2,divtree_lambda2_region2,197,0.564439224151239,0.236804990642762,0.15439108010159508,0.13776585459724375,1.0,0.3766809924017986,False
intensity,0.10612438439422897,precision_region_2,TwoStep (recall),twostep_recall,183,0.40812138152446664,0.23672900445190584,0.1815779718741949,0.10188145067882874,1.0,0.26655417392710745,False
noise,2.142815589586332,accuracy,λ=2,divtree_lambda2_region2,205,0.42609695616480603,0.23666860861990896,0.1815233662268944,0.2440584039173275,1.0,0.2635194616214479,False
noise,2.142815589586332,accuracy,λ=8,divtree_lambda8_region2,205,0.4220126422016453,0.23649777213312853,0.18977030748626966,0.24403672750717567,1.0,0.26562571911739824,False
intensity,0.2664944002069672,accuracy,TwoStep (recall),twostep_recall,218,0.4567642163907257,0.2361159149257174,0.17600867397927927,0.257891091975228,1.0,0.23944292662723365,False
rareness,0.04674841824230089,accuracy,λ=2,divtree_lambda2_region2,245,0.4515606263437077,0.23608639286904592,0.2817647680104139,0.28495273832359563,1.0,0.2698663723359985,False
noise,0.01704130491500777,accuracy,TwoStep (tuned),twostep_tuned,224,0.5160898324067626,0.2359301571093998,0.2682900208925191,0.2880385493299479,1.0,0.2510324596675154,False
noise,2.142815589586332,accuracy,λ=0,divtree_lambda0,205,0.42727844627296246,0.23589904092134967,0.1605911582268843,0.24271944887931504,1.0,0.26628083036352895,False
data_size,171351.654420983,precision_region_2,TwoStep (tuned),twostep_tuned,181,0.49865292121490373,0.23585855501922479,0.21745207048040488,0.1951219512195122,1.0,0.27439081569502427,False
rareness,0.3406210490720307,precision_region_2,λ=8,divtree_lambda8_region2,191,0.4772084386107934,0.2358028533879447,0.18274028257760433,0.3293315595728824,1.0,0.3933268879194818,False
rareness,0.4875573644868957,fnr_region_2,λ=4,divtree_lambda4_region2,197,0.10598991968052737,0.2357407624358219,0.09497100122100122,0.0,0.8386838408498645,0.37789458136097254,False
rareness,0.4875573644868957,recall_region_2,λ=4,divtree_lambda4_region2,197,0.8940100803194728,0.2357407624358219,0.09497100122100122,0.16131615915013547,1.0,0.37789458136097254,False
noise,0.03399607980711228,accuracy,λ=8,divtree_lambda8_region2,202,0.4769512235029467,0.23569362449842154,0.31327490037592826,0.24887320047167433,1.0,0.26562571911739824,False
data_size,374641.26936243696,precision_region_2,TwoStep (recall),twostep_recall,193,0.46603359356109486,0.23567068083411874,0.16538873761618755,0.22953987811250695,1.0,0.2719922722140517,False
rareness,0.36511043497450824,accuracy,TwoStep (recall),twostep_recall,197,0.4654040269458915,0.23565171125192613,0.018528462450242367,0.2849007052336355,1.0,0.23642002383494726,False
data_size,308094.3880361152,precision_region_2,TwoStep (tuned),twostep_tuned,191,0.523047040008313,0.23546641543258148,0.28589818670376255,0.25198363692497683,1.0,0.27439081569502427,False
rareness,0.3406210490720307,precision_region_2,λ=2,divtree_lambda2_region2,183,0.4755727769778738,0.23540675068980055,0.1467050174374223,0.3295767201855793,1.0,0.40591300028870575,False
data_size,78372.01043754505,accuracy,λ=2,divtree_lambda2_region2,202,0.4567428934027421,0.2353947138529251,0.30613649428223016,0.25277866588209874,1.0,0.2637043300959525,False
rareness,0.29164227726707576,precision_region_2,TwoStep (tuned),twostep_tuned,216,0.44701609454481084,0.2353040707718627,0.17153666490451758,0.2812812585844928,1.0,0.34421405595942656,False
noise,1.0741348427807047,accuracy,λ=2,divtree_lambda2_region2,204,0.4705751703308991,0.23528069013398126,0.3103693696010998,0.25707945500994017,1.0,0.2635194616214479,False
intensity,0.47381483315153217,precision_region_2,TwoStep (recall),twostep_recall,201,0.4621031909460939,0.23526646680989774,0.18532628204618956,0.19658119658119658,1.0,0.26655417392710745,False
noise,8.527795614328893,f1_region_2,TwoStep (tuned),twostep_tuned,228,0.2572407164428407,0.2352071394867298,0.4645843253413103,0.0,0.6275481577857764,0.34331462425450227,False
intensity,0.8424210637824314,accuracy,λ=0,divtree_lambda0,220,0.4731620171585524,0.23520095440635852,0.260990355221329,0.2690202562217975,1.0,0.2615880585486085,False
sparsity,1.0,fnr_region_2,λ=2,divtree_lambda2_region2,699,0.0709276441504051,0.23508682878208798,0.0,0.0,0.8360062406309068,0.4262964165071911,False
sparsity,1.0,recall_region_2,λ=2,divtree_lambda2_region2,699,0.9290723558495949,0.23508682878208798,0.0,0.16399375936909338,1.0,0.4262964165071911,False
intensity,0.5964538942816824,accuracy,λ=2,divtree_lambda2_region2,217,0.46306949551576837,0.23506797525096673,0.2947709756581933,0.25980040330485793,1.0,0.26071213132642695,False
rareness,0.3895998208769857,precision_region_2,λ=8,divtree_lambda8_region2,220,0.5290043651008279,0.23504539450521242,0.21480333054336315,0.37712849692186856,1.0,0.3933268879194818,False
rareness,0.04674841824230089,accuracy,TwoStep (recall),twostep_recall,245,0.46842603028872754,0.23503204831276128,0.17923831477905322,0.31110371769574635,1.0,0.23642002383494726,False
noise,1.0741348427807047,accuracy,λ=0,divtree_lambda0,204,0.47422944114772003,0.23488680583384672,0.30877683060735117,0.2613986133379925,1.0,0.26628083036352895,False
sparsity,4.0,f1_region_2,λ=2,divtree_lambda2_region2,717,0.24374677305151307,0.23485438474735423,0.4769860958761807,0.0,0.6322815692832268,0.24237299265523937,False
intensity,0.5964538942816824,accuracy,λ=8,divtree_lambda8_region2,217,0.4607279529475695,0.23474421075086332,0.26523734235826774,0.2552978580720349,1.0,0.2620327782747425,False
rareness,0.36511043497450824,precision_region_2,λ=2,divtree_lambda2_region2,191,0.5204929417232353,0.23468158606606454,0.2522010670992391,0.3556033034373691,1.0,0.40591300028870575,False
intensity,0.8424210637824314,accuracy,λ=2,divtree_lambda2_region2,220,0.47137274910054144,0.23461077113720133,0.29146006979352246,0.2673484335809198,1.0,0.26071213132642695,False
sparsity,5.0,f1_region_2,λ=4,divtree_lambda4_region2,791,0.24587140917779216,0.23454893145200797,0.4829200524481407,0.0,0.6323117575196531,0.2421201515656707,False
intensity,0.4223033626515117,accuracy,λ=0,divtree_lambda0,235,0.470796031617276,0.23453593195772948,0.33404966681748965,0.24659342064801484,1.0,0.2615880585486085,False
intensity,0.5964538942816824,accuracy,λ=0,divtree_lambda0,217,0.46225725252201383,0.2345146888395616,0.2649210621407267,0.2606587149374375,1.0,0.2615880585486085,False
intensity,0.47381483315153217,accuracy,λ=8,divtree_lambda8_region2,230,0.45305856843812425,0.23448438270111455,0.23610559187675484,0.24874167380297102,1.0,0.2620327782747425,False
rareness,0.3406210490720307,precision_region_2,λ=4,divtree_lambda4_region2,188,0.47596778633529624,0.23436213840133255,0.16474866624524087,0.3290950677131168,1.0,0.40481784666359927,False
intensity,0.5964538942816824,accuracy,λ=4,divtree_lambda4_region2,217,0.4603653634030421,0.23425287755104737,0.2735225938282596,0.25842376840519504,1.0,0.26183838418660527,False
data_size,13482.627330113071,accuracy,TwoStep (recall),twostep_recall,236,0.43506229306977784,0.2342414309148079,0.17020842853267643,0.24118218456195523,1.0,0.24429338439632456,False
rareness,0.3406210490720307,f1_region_2,λ=8,divtree_lambda8_region2,192,0.5204264987378537,0.2341150027268182,0.04768395012403842,0.16343423919275313,1.0,0.3737367058482066,False
sparsity,6.0,f1_region_2,λ=8,divtree_lambda8_region2,701,0.26593160863864457,0.23410569095236738,0.488019045696211,0.0,0.6424767801857585,0.24185015935756682,False
intensity,0.8424210637824314,accuracy,λ=4,divtree_lambda4_region2,220,0.4676733592203635,0.2338876248463176,0.3036973721153184,0.2667791762015413,1.0,0.26183838418660527,False
data_size,64450.92564416891,accuracy,TwoStep (tuned),twostep_tuned,213,0.4494232026369677,0.2338513931462251,0.13748278243564077,0.25882634105551566,1.0,0.24577795574155753,False
data_size,43587.85544382496,precision_region_2,TwoStep (recall),twostep_recall,175,0.473240820231164,0.23378092918781604,0.17875341844240789,0.17332065906210392,1.0,0.2719922722140517,False
data_size,308094.3880361152,precision_region_2,TwoStep (recall),twostep_recall,190,0.48535195016814475,0.23376310082092983,0.2019458194859295,0.24121504891468587,1.0,0.2719922722140517,False
noise,1.5171265228807906,precision_region_2,TwoStep (tuned),twostep_tuned,178,0.4201410892957906,0.23370339862571468,0.21598049402938513,0.11813924050632911,1.0,0.27258040516543924,False
intensity,0.8424210637824314,accuracy,λ=8,divtree_lambda8_region2,220,0.46413357456724835,0.2336580722513728,0.29638865885681914,0.2619832612669267,1.0,0.2620327782747425,False
rareness,0.3406210490720307,accuracy,λ=0,divtree_lambda0,192,0.42907770019051256,0.23358551721434503,0.08673794660121403,0.2237121200303664,1.0,0.26760180831431135,False
