Metric,DivTree λ=0 (mean),DivTree λ=0 (std),DivTree λ=1 (mean),DivTree λ=1 (std),DivTree λ=2 (mean),DivTree λ=2 (std),DivTree λ=4 (mean),DivTree λ=4 (std),DivTree λ=6 (mean),DivTree λ=6 (std),DivTree λ=8 (mean),DivTree λ=8 (std),TwoStep (tuned) (mean),TwoStep (tuned) (std),TwoStep (recall) (mean),TwoStep (recall) (std)
accuracy,0.5993011579754981,0.23161380298795475,0.5990804687772313,0.23112959944771733,0.5993974036683644,0.23069124277703018,0.5985773934495912,0.23014195122683978,0.5979236418070559,0.22995377297098632,0.5976000940418749,0.2295900724384809,0.5729878118255123,0.19716530042085906,0.5697540705406247,0.19694252591623204
f1_region_2,0.39179439043378145,0.3954889377046208,0.3980645413159015,0.39130512390023137,0.40341219817613194,0.3880930161916512,0.40882453385709666,0.3844841634158615,0.4106784577761675,0.38367253247256716,0.4117129030637172,0.3833190978617956,0.3269479407003473,0.36789099679045095,0.32868237744141143,0.3667589973525438
fnr_region_2,0.5453004907436491,0.4634910338027564,0.5415771756879435,0.4612930440773107,0.5391640224735563,0.45890076393439333,0.5352082274756477,0.4562896901521439,0.535418606902529,0.4546301172974232,0.5347028174291796,0.45433303659619856,0.6029725795260541,0.4513579205739276,0.5894040155875107,0.4616015527008646
precision_region_2,0.6290342996756225,0.3003555521892958,0.5986001313810989,0.30811142470023345,0.5798787090207003,0.3126157536499914,0.559315663131866,0.31597240971457585,0.5530603235248621,0.3176674910242819,0.5512449766090957,0.3182842515890649,0.552999168960838,0.2754086350823919,0.5394540967752603,0.277014288102979
recall_region_2,0.45469950925635094,0.4634910338027564,0.4584228243120565,0.4612930440773107,0.4608359775264436,0.45890076393439333,0.4647917725243524,0.4562896901521439,0.46458139309747104,0.4546301172974232,0.4652971825708204,0.45433303659619856,0.3970274204739459,0.4513579205739276,0.41059598441248935,0.4616015527008646
n_leaves,23.9059,39.07666624969433,24.6122,40.24239569359657,25.419,41.38499050380464,26.2673,42.794570341458034,26.889,43.355210517306915,27.0782,43.75513552441587,73.2947,84.91373535482938,57.7825,76.48074394087705
runtime,33.62906479735374,27.02008697516069,33.4427420648098,26.586364887028882,33.44261278865337,26.12087762130108,33.551879806995395,25.910840027634464,33.56583021702767,25.354163825717066,33.45957792568207,24.860026488241445,,,,
cpu_time,33.6937074837,27.038616303917642,33.442053252,26.585883950585327,33.4419512249,26.12042485664056,33.5512084696,25.91033043372208,33.565125911900004,25.35364072922371,33.4588565556,24.85946678014339,91.373517057,116.15650560420745,90.97509040939998,115.54562689809272
